ingredients,instructions,time,title
"['2 cups all-purpose flour', '2 tablespoons white sugar', '2 teaspoons baking powder', '1 teaspoon baking soda', '1/2 teaspoon salt', '2 cups low-fat buttermilk', '1/3 cup melted butter', '2 large eggs, lightly beaten', '1 teaspoon vanilla extract']","Whisk flour, sugar, baking powder, baking soda, and salt together in a bowl until evenly combined. Whisk buttermilk and butter together in a separate bowl; add eggs. Stir buttermilk mixture into flour mixture until just combined and batter is slightly lumpy; add vanilla extract.
Preheat a waffle iron according to manufacturer's instructions.
Pour enough batter into the preheated waffle iron to reach 1/2 inch from the edge. Cook according to manufacturer's instructions.",25,Tender and Easy Buttermilk Waffles
"['2 tablespoons butter, divided', '1 slice bread', '1 egg', 'salt to taste']","Melt 1 tablespoon butter in a small skillet over medium heat.
Using a glass or cookie cutter, create a hole in the middle of the bread, removing the center so it is perfectly circular. Butter the bread lightly on both sides and lightly fry it on one side, and then turn it over.  Crack the egg into the hole in the middle of the bread and fry quickly.  Be careful that the bread does not burn. Serve warm.",15,Sunshine Toast
"['3/4 pound sweet potatoes', '1 1/2 cups all-purpose flour', '3 1/2 teaspoons baking powder', '1 teaspoon salt', '1/2 teaspoon ground nutmeg', '2 eggs, beaten', '1 1/2 cups milk', '1/4 cup butter, melted']","Place sweet potatoes in a medium saucepan of boiling water, and cook until tender but firm, about 15 minutes. Drain, and immediately immerse in cold water to loosen skins. Drain, remove skins, chop, and mash.
In a medium bowl, sift together flour, baking powder, salt, and nutmeg. Mix mashed sweet potatoes, eggs, milk and butter in a separate medium bowl. Blend sweet potato mixture into the flour mixture to form a batter.
Preheat a lightly greased griddle over medium-high heat. Drop batter mixture onto the prepared griddle by heaping tablespoonfuls, and cook until golden brown, turning once with a spatula when the surface begins to bubble.",45,Louisiana Sweet Potato Pancakes
"['2 ½ cups seasoned croutons', '1 pound spicy pork sausage', '4 eggs', '2 ¼ cups milk', '1 (10.75 ounce) can condensed cream of mushroom soup', '1 (10 ounce) package frozen chopped spinach - thawed, drained and squeezed dry', '1 (4.5 ounce) can mushrooms, drained and chopped', '1 cup shredded sharp Cheddar cheese', '1 cup shredded Monterey Jack cheese', '¼ teaspoon dry mustard', '2 sprigs fresh parsley, for garnish']","Spread croutons on bottom of greased 9x13 inch baking dish. Crumble sausage into medium skillet. Cook over medium heat until browned, stirring occasionally. Drain off any drippings. Spread sausage over croutons.
In a large bowl, whisk together eggs and milk until well blended. Stir in soup, spinach, mushrooms, cheeses and mustard. Pour egg mixture over sausage and croutons. Refrigerate overnight.
The next morning, preheat oven to 325 degrees F (165 degrees C).
Bake in preheated oven for 50 to 55 minutes or until set and lightly browned on top. Garnish with parsley sprigs and serve hot.",80,Make Ahead Breakfast Casserole
"['12 links Johnsonville® Original breakfast sausage', '3 cups frozen country style shredded hash brown potatoes, thawed', '3 tablespoons butter, melted', '1/8 teaspoon salt', '1/8 teaspoon pepper', '6 eggs, lightly beaten', '2 cups shredded 4-cheese Mexican blend cheese', '1/4 cup chopped red bell pepper', 'chopped fresh chives or green onion']","Prepare sausage according to package directions. cool slightly and cut into 1/2-inch pieces; set aside.
In a bowl, combine hash browns, butter, salt and pepper; divide evenly into 12 greased muffin cups. Press mixture onto sides and bottom of muffin cups.
Bake at 400 degrees F for 12 minutes or until lightly browned. Remove from oven; divide sausage pieces into muffin cups.
In a bowl, combine eggs, cheese and bell pepper. Spoon mixture evenly into muffin cups. Sprinkle with chives or onion. Return to oven, bake 13-15 minutes or until set. Serve.",50,Amazing Muffin Cups
"['1 recipe pastry for a 9 inch single crust pie', '6 slices bacon', '1 onion, chopped', '3 eggs, beaten', '1 ½ cups milk', '¼ teaspoon salt', '1 ½ cups shredded Swiss cheese', '1 tablespoon all-purpose flour']","Preheat oven to 450 degrees F (230 degrees C).
Line pastry with a double layer of aluminum foil. Bake in preheated oven for 8 minutes. Remove foil and bake for 4 to 5 minutes more, or until crust is set. Reduce oven temperature to 325 degrees F (165 degrees C).
Place bacon in a large, deep skillet. Cook over medium high heat until evenly brown. Remove bacon from pan, crumble and set aside. Reserve 2 tablespoons bacon grease in skillet. Cook onion in reserved drippings until tender; drain and set aside.
In a large bowl, mix together eggs, milk and salt. Stir in bacon and onion. In a separate bowl, toss cheese and flour together. Add cheese to egg mixture; stir well. Pour mixture into hot pastry shell.
Bake in preheated oven for 35 to 40 minutes, or until knife inserted into center comes out clean. If necessary, cover edges of crust with foil to prevent burning. Let quiche cool for 10 minutes before serving.",55,Easy Quiche Lorraine
"['1 slice bacon', '1 teaspoon melted butter', '1 egg', '¼ slice Cheddar cheese']","Preheat oven to 350 degrees F (175 degrees C).
Place bacon in a large, deep skillet. Cook over medium high heat until evenly brown, but still flexible. Wrap bacon slice around the inside of a muffin cup. Place a teaspoon of butter (or bacon grease) in the bottom of muffin cup. Drop in egg.
Bake in preheated oven for 10 to 15 minutes. Place 1/4 slice of cheese over egg, and continue cooking until cheese is melted and egg is cooked.",30,Individual Baked Eggs
"['6 eggs', '1 cup milk', '½ cup all-purpose flour', '½ teaspoon salt', '¼ teaspoon ground black pepper', '1 cup shredded Cheddar cheese']","Preheat oven to 450 degrees F (230 degrees C). Lightly grease a 9x13 inch baking pan.
In a blender, combine eggs, milk, flour, salt and pepper; cover and process until smooth. Pour into prepared baking pan.
Bake in preheated oven until set, about 20 minutes. Sprinkle with cheese.
Carefully loosen edges of omelet from pan. Starting from the short edge of the pan, carefully roll up omelet. Place omelet seam side down on a serving plate and cut into 6 equal sized pieces.",25,Baked Omelet Roll
['1 (16 ounce) package thick-cut bacon'],"Line a large baking sheet with 2 sheets of aluminum foil, making sure pan is completely covered.
Arrange bacon strips on the prepared baking sheet, keeping at least 1/2-inch space between strips. Place pan in the cold oven.
Heat oven to 425 degrees F (220 degrees C). Cook bacon for 14 minutes.
Transfer cooked bacon to paper towel-lined plates. Let cool for 5 minutes for bacon to crisp.",25,Joseph's Best Easy Bacon Recipe
"['1 pound ground pork breakfast sausage', '2 cups shredded Cheddar cheese', '2 cups milk', '2 eggs', '2 pounds tater tots']","Preheat oven to 350 degrees F (175 degrees C).
Place sausage in a large, deep skillet. Cook over medium-high heat until evenly brown. Drain, and spread evenly in the bottom of a 9x13 inch pan. Spread cheese over sausage.
In large bowl, beat together milk and eggs.  Pour over cheese. (May be refrigerated overnight at this point).Top with tater tots.
Bake in preheated oven for 35 to 45 minutes. Cool for 5 to 10 minutes before serving.",55,Tater Tot Casserole I
"['4 slices bacon', '2 peeled and diced potatoes', '⅛ teaspoon garlic salt', '⅛ teaspoon seasoning salt', '⅛ teaspoon black pepper', '3 eggs, beaten', '¼ cup shredded Cheddar cheese']","Place bacon in a large, deep skillet. Cook over medium-high heat until evenly brown. Remove bacon slices, reserving grease. Crumble bacon and set aside.
Add potatoes to bacon grease and season with garlic salt, seasoned salt and black pepper. Cook until potatoes are soft.
When potatoes are tender, add crumbled bacon. Pour eggs over potatoes and cook until firm. Spread with cheese and cover with lid until melted.",40,Potato Skillet
"['8 slices bacon', '1 small onion, chopped', '4 eggs', '2 tablespoons milk', '2 tablespoons all-purpose flour', '1 teaspoon dried parsley', '¼ teaspoon dried thyme', 'salt and pepper to taste', '1 (9 inch) unbaked pie crust', '¼ cup shredded mozzarella cheese', '½ cup shredded Cheddar cheese']","Preheat oven to 350 degrees F (175 degrees C).
Place bacon in a large, deep skillet. Cook over medium high heat until evenly brown. Drain (reserving 1 tablespoon of grease) crumble bacon and set aside.  Heat reserved bacon grease in skillet and saute onion until soft.
In a large bowl, beat together eggs, milk, flour, parsley, thyme, salt and pepper. Add bacon, onion, mozzarella and cheddar cheese; mix well. Pour mixture into pie crust.
Bake in preheated oven for 45 minutes, or until lightly brown on top and firm in the middle. Serve warm.",60,Country Quiche
"['1 egg', '1 dash vanilla extract', '2 tablespoons creamy peanut butter', '2 slices bread', '1 small banana, sliced', '2 tablespoons butter']","In a small bowl, lightly beat the egg and vanilla together.
Spread 1 tablespoon of peanut butter on top of each slice of bread. Place the banana slices on top of one of the slices of bread. Place the other slice of bread on top of the first, to make a peanut butter and banana sandwich.
In a skillet or frying pan, melt the butter over medium heat. Dip the sandwich into the egg mixture and place in the heated skillet. Cook until brown on both sides. Serve hot.",15,Peanut Butter and Banana French Toast
"['1/2 pound bulk pork sausage', '12 eggs', '1/2 cup chopped onion', '1/2 cup chopped green bell pepper, or to taste', '1/2 teaspoon salt', '1/4 teaspoon ground black pepper', '1/4 teaspoon garlic powder', '1/2 cup shredded Cheddar cheese']","Preheat oven to 350 degrees F (175 degrees C). Lightly grease 12 muffin cups, or line with paper muffin liners.
Heat a large skillet over medium-high heat and stir in sausage; cook and stir until sausage is crumbly, evenly browned, and no longer pink, 10 to 15 minutes; drain.
Beat eggs in a large bowl. Stir in onion, green pepper, salt, pepper, and garlic powder. Mix in sausage and Cheddar cheese. Spoon by 1/3 cupfuls into muffin cups.
Bake in preheated oven until a knife inserted near the center comes out clean, 20 to 25 minutes.",30,Scrambled Egg Muffins
"['3 (10 ounce) packages refrigerated biscuit dough', '¾ cup white sugar', '3 tablespoons ground cinnamon', '½ cup margarine', '¾ cup white sugar']","Mix together 3/4 cup sugar and cinnamon.
Quarter the biscuits with kitchen shears.  Dip shears in water after each cut to keep the biscuits from getting too sticky.  Dip biscuits into sugar mixture, and place in a greased tube pan.  Do this until all biscuits are used.
Melt butter or margarine, and mix in 3/4 cup sugar.  Pour mixture over biscuits.
Bake in a preheated 350 degree F (175 degrees C) oven for 30 to 35 minutes.",40,Monkey Bread V
"['½ cup fresh blueberries', '1 ⅝ cups all-purpose flour', '½ cup quick cooking oats', '½ cup chopped pecans', '1 teaspoon baking soda', '¼ teaspoon salt', '½ cup shortening', '1 cup white sugar', '2 eggs', '1 cup mashed bananas']","Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 9x5-inch loaf pan.
In a medium bowl, toss blueberries in 2 tablespoons flour. Gently stir blueberries together with oats, nuts, 1 1/2 cups flour, baking soda, and salt.
In a large bowl, cream shortening. Gradually add sugar, beating until light and fluffy. Add eggs one at a time, beating well after each addition. Stir in mashed banana. Add blueberry mixture to creamed mixture, and stir just until moistened. Spoon batter into the prepared pan.
Bake in preheated oven until a wooden toothpick comes out clean when inserted in the center of the loaf, 50 to 55 minutes. Cool in pan for 10 minutes. Remove from pan, and cool completely on a wire rack.",85,Favorite Banana Blueberry Quick Bread
"['3 cups shredded hash brown potatoes', '⅓ cup butter, melted', 'seasoning salt to taste', '1 cup diced cooked ham', '¼ cup chopped onion', '1 cup shredded Cheddar cheese', '2 eggs', '½ cup milk', 'salt and pepper to taste']","Preheat oven to 425 degrees F (220 degrees C).
Press hash browns onto the bottom and sides of a 9 inch pie dish. Drizzle with melted butter, and sprinkle with seasoning salt. Bake in preheated oven for 20 minutes, or until beginning to brown.
In a small bowl, combine ham, onion and shredded cheese. In a separate bowl, whisk together eggs, milk, salt, pepper, and a little seasoning salt. When crust is ready, spread ham mixture on the bottom, then cover with egg mixture.
Reduce oven temperature to 350 degrees F (175 degrees C.) Bake in preheated oven for 20 to 25 minutes, or until filling is puffed and golden brown.",55,Hash Brown Quiche
"['½ cup shortening', '1 cup white sugar', '1 ½ cups all-purpose flour', '1 teaspoon baking soda', '1 teaspoon salt', '3 ripe bananas']","Preheat oven to 325 degrees F (165 degrees C). Lightly grease an 8x4 inch loaf pan.
In a large bowl, cream the shortening and sugar. Sift in the flour, baking soda and salt. Blend in the mashed bananas. Pour batter into prepared pan.
Bake in preheated oven for 60 minutes, or until a knife inserted into center of loaf comes out clean.",70,Rich and Delicious Banana Bread
